OBJECTID,Código Sector Catastral,Nombre Sector Catastral,Mes,Total Homicidios 2018,Total Homicidios 2019,Total Homicidios 2020,Variación Homicidios 2021-2022 %,Total Homicidios 2022 Bogotá D.C.,Total Lesiones Personales 2018,Total Lesiones Personales 2019,Total Lesiones Personales 2020,Variación Lesiones Personales 2021-2022 %,Total Lesiones Personales 2022 Bogotá D.C.,Total Hurto Personas 2018,Total Hurto Personas 2019,Total Hurto Personas 2020,Variación  Hurto Personas 2021-2022 %,Total Hurto Personas 2022 Bogotá D.C.,Total Hurto Residencias 2018,Total Hurto Residencias 2019,Total Hurto Residencias 2020,Variación  Hurto Residencias 2021-2022 %,Total Hurto Residencias 2022 Bogotá D.C.,Total Hurto Automotores 2018,Total Hurto Automotores 2019,Total Hurto Automotores 2020,Variación  Hurto Automotores 2021-2022 %,Total Hurto Automotores 2022 Bogotá D.C.,Total Hurto Bicicletas 2018,Total Hurto Bicicletas 2019,Total Hurto Bicicletas 2020,Variación  Hurto Bicicletas 2021-2022 %,Total Hurto Bicicletas 2022 Bogotá D.C.,Total Hurto Comercio 2018,Total Hurto Comercio 2019,Total Hurto Comercio 2020,Variación  Hurto Comercio 2021-2022 %,Total Hurto Comercio 2022 Bogotá D.C.,Total Hurto Celulares 2018,Total Hurto Celulares 2019,Total Hurto Celulares 2020,Variación  Hurto Celulares 2021-2022 %,Total Hurto Celulares 2022 Bogotá D.C.,Total Hurto Motocicletas 2018,Total Hurto Motocicletas 2019,Total Hurto Motocicletas 2020,Variación  Hurto Motocicletas 2021-2022 %,Total Hurto Motocicletas 2022 Bogotá D.C.,Total Hurto Entidades Financieras  2018,Total Hurto Entidades Financieras  2019,Total Hurto Entidades Financieras  2020,Variación  Hurto Entidades Financieras  2021-2022 %,Total Hurto Entidades Financieras  2022 Bogotá D.C.,Total Delitos Sexuales 2018,Total Delitos Sexuales 2019,Total Delitos Sexuales 2020,Variación  Delitos Sexuales 2021-2022 %,Total Delitos Sexuales 2022 Bogotá D.C.,Total Violencia intrafamiliar 2018,Total Violencia intrafamiliar 2019,Total Violencia intrafamiliar 2020,Variación  Violencia intrafamiliar 2021-2022 %,Total Violencia intrafamiliar 2022 Bogotá D.C.,Total Homicidios 2021,Total Lesiones Personales 2021,Total Hurto Personas 2021,Total Hurto Residencias 2021,Total Hurto Automotores 2021,Total Hurto Bicicletas 2021,Total Hurto Celulares 2021,Total Hurto Motocicletas 2021,Total Hurto Entidades Financieras  2021,Total Hurto Comercio 2021,Total Delitos Sexuales 2021,Total Violencia intrafamiliar 2021,Total Homicidios 2022,Total Lesiones Personales 2022,Total Hurto Personas 2022,Total Hurto Residencias 2022,Total Hurto Automotores 2022,Total Hurto Bicicletas 2022,Total Hurto Celulares 2022,Total Hurto Motocicletas 2022,Total Hurto Entidades Financieras  2022,Total Hurto Comercio 2022,Total Delitos Sexuales 2022,Total Violencia intrafamiliar 2022,coord_x,coord_y
539,004506,LA CAMPINA,Ene-Abr,0,0,0,0,296,16,5,13,7.69,"7,760",26,25,16,-38.24,"36,368",6,3,4,-25,"1,759",2,3,0,100,"1,104",2,2,0,-33.33,"2,805",4,5,2,-66.67,"2,308",24,27,10,-65,"19,286",2,1,3,50,"1,552",0,0,0,0,1,0,0,2,-66.67,"2,196",30,29,15,-5,"11,410",0,13,34,4,1,3,20,2,0,3,3,20,0,14,21,3,2,2,7,3,0,1,1,19,"-74,14488039060792","4,607324802530651"
540,004556,GRAN BRITALIA I,Ene-Abr,2,0,1,100,296,27,29,18,161.54,"7,760",36,43,35,38.64,"36,368",7,2,7,-54.55,"1,759",1,1,2,100,"1,104",6,4,7,125,"2,805",12,5,4,-57.14,"2,308",17,22,17,-16.67,"19,286",5,7,3,50,"1,552",0,0,1,0,1,4,2,1,50,"2,196",36,35,33,-60,"11,410",0,13,44,11,0,4,30,4,0,7,4,35,2,34,61,5,7,9,25,6,0,3,6,14,"-74,17107411168692","4,62436961825443"
544,009212,SUBA URBANO,Ene-Abr,0,0,0,0,296,12,4,6,27.27,"7,760",33,53,75,7.69,"36,368",4,3,4,0,"1,759",0,0,1,100,"1,104",4,6,8,-12.50,"2,805",6,5,9,100,"2,308",20,22,36,0,"19,286",0,0,5,0,"1,552",0,0,0,0,1,2,0,0,150,"2,196",11,6,14,-27.27,"11,410",0,11,65,1,0,8,44,0,0,3,2,11,0,14,70,1,1,7,44,0,0,6,5,8,"-74,08199459606065","4,741467283583656"
545,004524,SAN PABLO BOSA,Ene-Abr,0,2,0,0,296,23,26,12,-12.50,"7,760",28,43,30,-2.17,"36,368",7,4,4,300,"1,759",0,0,2,100,"1,104",1,6,6,-20,"2,805",7,4,3,-40,"2,308",20,17,15,0,"19,286",4,0,4,-80,"1,552",0,0,0,0,1,2,4,5,200,"2,196",33,17,35,-27.27,"11,410",0,16,46,1,0,5,20,5,0,5,4,22,0,14,45,4,1,4,20,1,0,3,12,16,"-74,18983404984033","4,6046248026613394"
546,001344,LOS SOCHES,Ene-Abr,0,2,0,0,296,1,4,0,-100,"7,760",2,2,1,-100,"36,368",2,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,1,0,0,"2,308",1,2,1,-100,"19,286",1,1,0,0,"1,552",0,0,0,0,1,0,2,0,0,"2,196",6,3,5,-28.57,"11,410",0,1,2,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,"-74,0886861586344","4,499815829972206"
547,002630,EL PORTAL DEL DIVINO,Ene-Abr,1,0,0,-100,296,3,2,1,0,"7,760",4,7,2,-33.33,"36,368",0,1,0,-100,"1,759",2,0,0,0,"1,104",1,0,0,0,"2,805",1,0,0,-100,"2,308",1,3,1,-50,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,-100,"2,196",2,5,6,200,"11,410",1,3,6,1,0,0,4,0,0,1,1,1,0,3,4,0,0,0,2,0,0,0,0,3,"-74,09779059071612","4,4862146165458485"
549,002542,SERRANIAS,Ene-Abr,0,0,0,0,296,1,2,0,50,"7,760",3,1,2,-75,"36,368",2,1,1,-100,"1,759",0,1,0,0,"1,104",0,0,1,0,"2,805",0,3,1,0,"2,308",2,1,3,-100,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,2,0,0,"2,196",6,8,4,200,"11,410",0,2,4,1,0,0,2,1,0,0,1,1,0,3,1,0,0,0,0,1,0,0,1,3,"-74,11377220239741","4,499380063495429"
551,006105,SAN VICTORINO,Ene-Abr,0,0,0,0,296,17,5,8,-47.06,"7,760",27,76,84,67.53,"36,368",2,1,0,0,"1,759",0,0,0,100,"1,104",0,5,2,166.67,"2,805",6,9,2,-60,"2,308",21,44,55,50,"19,286",0,1,0,0,"1,552",0,0,0,0,1,2,0,3,0,"2,196",8,4,6,-57.14,"11,410",0,17,77,0,0,3,46,2,0,5,0,7,0,9,129,0,1,8,69,2,0,2,0,3,"-74,0806922754107","4,606259441719914"
552,001206,QUINTA RAMOS,Ene-Abr,0,1,0,0,296,1,0,0,100,"7,760",3,4,2,-8.33,"36,368",1,1,1,-100,"1,759",0,1,0,-100,"1,104",0,0,1,-100,"2,805",2,1,1,-100,"2,308",4,1,1,20,"19,286",1,0,0,-100,"1,552",0,0,0,0,1,0,1,0,0,"2,196",1,3,1,0,"11,410",0,0,12,2,1,1,5,1,0,1,0,0,0,1,11,0,0,0,6,0,0,0,0,0,"-74,0882448418394","4,578908721744815"
554,003104,LA CONCORDIA,Ene-Abr,0,0,0,0,296,6,6,3,50,"7,760",33,36,16,72.73,"36,368",1,1,1,100,"1,759",1,0,0,0,"1,104",0,0,2,0,"2,805",2,2,2,-100,"2,308",8,11,6,125,"19,286",0,0,0,0,"1,552",0,0,0,0,1,2,1,1,-100,"2,196",2,3,4,-50,"11,410",0,4,11,0,0,0,4,0,0,1,1,4,0,6,19,2,0,0,9,0,0,0,0,2,"-74,06946835465774","4,597475323958122"
555,005510,EL LAUREL,Ene-Abr,0,0,0,0,296,11,2,4,0,"7,760",24,43,21,-11.54,"36,368",7,11,2,-66.67,"1,759",2,1,2,0,"1,104",2,8,0,-66.67,"2,805",4,2,3,300,"2,308",10,24,11,11.11,"19,286",1,4,0,-66.67,"1,552",0,0,0,0,1,3,1,2,100,"2,196",10,4,11,-40,"11,410",0,7,26,3,0,3,9,3,0,1,1,10,0,7,23,1,0,1,10,1,0,4,2,6,"-74,09643440617495","4,681050627337318"
521,008514,EL CONTADOR,Ene-Abr,0,0,0,0,296,6,1,0,100,"7,760",54,60,43,2.38,"36,368",7,6,7,50,"1,759",0,0,0,0,"1,104",8,3,3,25,"2,805",7,7,8,-33.33,"2,308",16,15,16,-14.81,"19,286",0,0,1,0,"1,552",0,0,0,0,1,0,0,0,-100,"2,196",3,2,3,0,"11,410",0,0,42,4,1,4,27,0,0,9,1,1,0,5,43,6,1,5,23,0,0,6,0,1,"-74,04420386587854","4,720499765468392"
523,005109,CENTRO ADMINISTRATIVO OCC.,Ene-Abr,0,0,0,0,296,12,7,2,100,"7,760",70,56,52,64,"36,368",0,0,0,0,"1,759",0,1,0,0,"1,104",4,9,8,50,"2,805",16,15,2,0,"2,308",42,37,25,27.78,"19,286",0,1,0,0,"1,552",0,0,0,0,1,1,3,2,-100,"2,196",9,2,1,-50,"11,410",0,3,25,0,0,4,18,0,0,2,1,2,0,6,41,0,0,6,23,0,0,2,0,1,"-74,09412470394172","4,643498244784"
524,007203,CHAPINERO OCCIDENTAL,Ene-Abr,0,0,0,100,296,17,9,8,233.33,"7,760",50,95,57,118.60,"36,368",7,6,6,-20,"1,759",0,0,1,0,"1,104",0,4,3,-88.89,"2,805",15,7,7,0,"2,308",28,50,27,165,"19,286",0,1,1,100,"1,552",0,0,0,0,1,2,6,2,0,"2,196",9,4,4,-44.44,"11,410",0,6,43,5,1,9,20,0,0,7,3,9,1,20,94,4,1,1,53,5,0,7,3,5,"-74,06686069780865","4,645666295828049"
525,009228,LOMBARDIA,Ene-Abr,0,0,1,0,296,12,3,12,66.67,"7,760",17,19,33,23.68,"36,368",4,2,3,150,"1,759",1,1,2,0,"1,104",1,2,6,100,"2,805",5,5,5,-50,"2,308",14,12,15,-34.38,"19,286",2,2,2,-100,"1,552",0,0,0,0,1,1,1,1,-33.33,"2,196",16,15,21,-68.18,"11,410",1,6,38,2,1,5,32,4,0,8,3,22,1,10,47,5,1,10,21,0,0,4,2,7,"-74,10196411672752","4,747803377869344"
526,001413,LA RESURRECCION,Ene-Abr,0,0,0,100,296,7,11,8,-25,"7,760",8,11,10,53.85,"36,368",4,3,2,-100,"1,759",3,4,0,100,"1,104",0,0,1,0,"2,805",2,0,2,-75,"2,308",7,4,4,0,"19,286",2,0,0,100,"1,552",0,0,0,0,1,5,3,1,900,"2,196",12,19,19,-43.75,"11,410",0,8,13,2,0,0,6,1,0,4,1,16,1,6,20,0,1,0,6,2,0,1,10,9,"-74,1114705403483","4,566830731739845"
529,002571,ANTONIO JOSE DE SUCRE,Ene-Abr,0,0,0,0,296,8,11,3,-36.36,"7,760",1,9,6,66.67,"36,368",2,3,2,0,"1,759",0,1,0,100,"1,104",1,0,0,0,"2,805",1,2,2,-100,"2,308",1,2,2,75,"19,286",0,0,0,-100,"1,552",0,0,0,0,1,4,2,1,-57.14,"2,196",19,14,8,-8.33,"11,410",0,11,6,1,0,1,4,2,0,1,7,12,0,7,10,1,1,1,7,0,0,0,3,11,"-74,11461150293273","4,492645886093915"
499,004547,CORABASTOS,Ene-Abr,2,1,0,-100,296,21,34,11,-29.03,"7,760",90,111,50,11.32,"36,368",11,7,0,-100,"1,759",4,1,2,-50,"1,104",5,7,6,200,"2,805",17,8,7,100,"2,308",66,54,26,-19.23,"19,286",6,3,2,0,"1,552",0,0,0,0,1,5,5,1,0,"2,196",40,40,7,-14.29,"11,410",1,31,53,1,2,1,26,2,0,1,0,7,0,22,59,0,1,3,21,2,0,2,0,6,"-74,15907586834403","4,63116191429834"
500,009260,ALTOS DE SUBA,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,5,1,100,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",2,2,0,0,"2,308",0,3,1,100,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",2,0,3,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,"-74,07574556819799","4,73341993841463"
503,002633,LAS VIOLETAS,Ene-Abr,0,0,0,0,296,0,0,1,-100,"7,760",0,0,0,-100,"36,368",0,1,1,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,1,0,0,"2,308",0,0,1,-100,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,1,0,"2,196",0,1,3,-100,"11,410",0,1,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"-74,08082620518728","4,498911992596749"
504,004203,LA ASUNCION,Ene-Abr,0,1,1,100,296,12,4,11,57.14,"7,760",27,31,31,20.59,"36,368",5,2,1,-42.86,"1,759",1,2,5,100,"1,104",2,1,0,0,"2,805",1,13,6,-50,"2,308",15,10,16,50,"19,286",1,1,0,-50,"1,552",0,0,0,0,1,0,2,4,100,"2,196",5,16,21,-42.86,"11,410",0,7,34,7,0,1,16,2,0,4,0,14,2,11,41,4,2,1,24,1,0,2,1,8,"-74,10455610230454","4,602890208037413"
505,003212,LOURDES,Ene-Abr,0,0,0,0,296,16,5,9,71.43,"7,760",7,13,12,0,"36,368",3,2,2,-100,"1,759",0,0,0,0,"1,104",0,1,0,0,"2,805",0,2,0,-100,"2,308",4,4,3,0,"19,286",1,0,1,300,"1,552",0,0,0,0,1,2,0,2,-50,"2,196",13,6,16,-23.53,"11,410",0,7,11,2,0,0,4,1,0,3,2,17,0,12,11,0,0,0,4,4,0,0,1,13,"-74,07362922952342","4,588523155337745"
506,002426,SANTO DOMINGO,Ene-Abr,0,1,2,150,296,4,10,7,-33.33,"7,760",4,4,12,0,"36,368",1,0,0,-100,"1,759",0,2,0,-100,"1,104",0,0,0,0,"2,805",1,3,1,-100,"2,308",4,2,7,100,"19,286",1,0,0,-100,"1,552",0,0,0,0,1,0,0,0,100,"2,196",19,16,4,-27.27,"11,410",2,3,4,1,1,0,1,2,0,1,0,11,5,2,4,0,0,0,2,0,0,0,3,8,"-74,17750515508128","4,579809396363792"
507,003203,SANTA BARBARA,Ene-Abr,0,0,0,-100,296,13,14,12,160,"7,760",46,31,38,-28.85,"36,368",5,0,5,-33.33,"1,759",1,0,0,0,"1,104",1,2,1,0,"2,805",4,2,2,-80,"2,308",28,16,22,-21.43,"19,286",0,0,0,100,"1,552",0,0,0,0,1,4,2,2,0,"2,196",7,9,11,55.56,"11,410",1,5,52,3,0,3,28,0,0,5,2,9,0,13,37,2,0,3,22,1,0,1,2,14,"-74,07791143512291","4,5922764706583195"
508,002444,SIERRA MORENA II,Ene-Abr,0,1,0,0,296,3,6,3,-50,"7,760",6,16,7,-62.50,"36,368",0,2,1,0,"1,759",0,1,1,0,"1,104",1,0,0,0,"2,805",1,1,0,-100,"2,308",1,12,6,-75,"19,286",0,0,0,100,"1,552",0,0,0,0,1,0,0,2,0,"2,196",5,4,7,-41.67,"11,410",1,4,8,0,0,0,8,0,0,2,1,12,1,2,3,0,0,0,2,4,0,0,1,7,"-74,16755217689263","4,576360306855728"
509,002532,QUINTAS DEL SUR,Ene-Abr,0,0,0,-100,296,8,5,5,-33.33,"7,760",7,4,6,100,"36,368",1,1,1,-33.33,"1,759",0,2,0,0,"1,104",0,0,0,0,"2,805",1,4,2,0,"2,308",11,3,1,100,"19,286",0,0,0,-50,"1,552",0,0,0,0,1,0,1,0,-100,"2,196",8,4,4,16.67,"11,410",1,6,3,3,0,0,0,2,0,0,1,6,0,4,6,2,0,0,3,1,0,0,0,7,"-74,13975458257441","4,54651477189326"
510,006509,LUSITANIA,Ene-Abr,0,0,0,0,296,6,12,8,12.50,"7,760",60,75,57,0,"36,368",0,2,1,-50,"1,759",0,0,0,-100,"1,104",5,5,4,-40,"2,805",21,39,31,-80.56,"2,308",45,43,27,-21.88,"19,286",0,2,0,-100,"1,552",0,1,0,0,1,0,0,0,100,"2,196",3,1,1,400,"11,410",0,8,47,2,1,5,32,2,0,36,0,1,0,9,47,1,0,3,25,0,0,7,1,5,"-74,12265276770543","4,634436076748197"
511,004554,PATIO BONITO,Ene-Abr,1,1,1,300,296,39,45,25,57.89,"7,760",71,126,90,14.41,"36,368",6,8,2,40,"1,759",2,6,2,-50,"1,104",6,15,14,-36,"2,805",11,6,8,150,"2,308",54,65,44,15.52,"19,286",3,7,5,-44.44,"1,552",0,0,0,0,1,6,4,8,200,"2,196",27,32,48,46.15,"11,410",1,19,111,5,2,25,58,9,0,2,2,26,4,30,127,7,1,16,67,5,0,5,6,38,"-74,16126603565671","4,639294514577034"
587,005106,NICOLAS DE FEDERMAN,Ene-Abr,0,0,0,0,296,5,6,3,200,"7,760",59,75,52,93.10,"36,368",10,4,3,-16.67,"1,759",1,0,0,-50,"1,104",6,8,6,133.33,"2,805",4,4,3,100,"2,308",27,29,30,21.05,"19,286",0,0,1,0,"1,552",0,0,0,0,1,1,0,0,0,"2,196",9,1,7,-54.55,"11,410",0,3,29,6,2,3,19,0,0,3,2,11,0,9,56,5,1,7,23,0,0,6,2,5,"-74,0824028689545","4,647581191554986"
589,004534,ROMA,Ene-Abr,0,1,0,0,296,18,25,7,8.33,"7,760",25,58,26,2.78,"36,368",4,11,2,-66.67,"1,759",5,2,0,100,"1,104",3,9,2,-37.50,"2,805",10,7,4,-57.14,"2,308",14,55,14,-52,"19,286",4,4,4,66.67,"1,552",0,0,0,0,1,4,3,5,-100,"2,196",29,39,23,25,"11,410",0,12,36,6,0,8,25,3,0,7,6,12,0,13,37,2,1,5,12,5,0,3,0,15,"-74,1733763586938","4,610869665369752"
590,002537,CHUNIZA,Ene-Abr,1,1,0,-50,296,13,14,9,25,"7,760",17,25,15,45,"36,368",4,3,5,-50,"1,759",2,1,3,-100,"1,104",0,0,0,-50,"2,805",8,7,2,150,"2,308",9,14,7,66.67,"19,286",3,2,3,66.67,"1,552",0,0,0,0,1,2,5,2,-40,"2,196",17,13,17,100,"11,410",2,4,20,2,1,2,12,3,0,2,5,4,1,5,29,1,0,1,20,5,0,5,3,8,"-74,10906107422821","4,5050549344482365"
591,009142,CONEJERA,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,06337297761267","4,803420565150945"
593,002429,MARIA CANO,Ene-Abr,0,5,0,-100,296,3,7,3,-66.67,"7,760",3,4,12,-58.33,"36,368",1,2,0,50,"1,759",1,0,0,-100,"1,104",0,0,0,0,"2,805",3,1,0,100,"2,308",4,3,7,-80,"19,286",2,1,2,100,"1,552",0,0,0,0,1,2,2,0,50,"2,196",15,10,12,150,"11,410",1,3,12,2,1,0,10,2,0,0,2,4,0,1,5,3,0,0,2,4,0,2,3,10,"-74,17609440160378","4,589835307494156"
594,002430,LAS BRISAS,Ene-Abr,1,1,1,-50,296,7,13,4,-57.14,"7,760",7,9,13,-25,"36,368",1,5,0,100,"1,759",1,1,0,100,"1,104",0,0,1,0,"2,805",2,0,0,50,"2,308",6,5,1,-53.85,"19,286",4,2,0,200,"1,552",0,0,0,0,1,3,2,1,-50,"2,196",26,3,14,-30.43,"11,410",2,7,16,1,0,0,13,2,0,2,8,23,1,3,12,2,1,0,6,6,0,3,4,16,"-74,16593697163668","4,570970204513102"
595,004402,REMANSO,Ene-Abr,0,0,0,-100,296,11,7,3,50,"7,760",43,39,39,7.69,"36,368",7,4,6,-66.67,"1,759",5,6,4,166.67,"1,104",6,5,0,33.33,"2,805",8,7,5,-71.43,"2,308",31,11,22,-37.93,"19,286",2,1,1,-100,"1,552",0,0,0,0,1,3,1,1,-25,"2,196",13,16,13,-92.98,"11,410",1,4,39,3,3,3,29,3,0,7,4,57,0,6,42,1,8,4,18,0,0,2,3,4,"-74,11388838574992","4,602339064254105"
596,002447,EL MIRADOR DE LA ESTANCIA,Ene-Abr,1,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,1,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,100,"1,552",0,0,0,0,1,0,0,0,-100,"2,196",5,3,2,-50,"11,410",0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,1,"-74,17851813856134","4,58517209833613"
598,007403,SAN FELIPE,Ene-Abr,0,0,0,0,296,12,5,2,400,"7,760",49,101,51,33.33,"36,368",3,4,0,-33.33,"1,759",0,1,1,0,"1,104",1,7,4,-83.33,"2,805",17,14,6,0,"2,308",36,59,29,34.38,"19,286",3,0,2,100,"1,552",0,0,0,0,1,0,0,0,100,"2,196",4,2,2,-25,"11,410",0,1,51,3,0,6,32,0,0,6,0,4,0,5,68,2,0,1,43,2,0,6,1,3,"-74,06375898883338","4,663135496654572"
600,007302,ALCAZARES,Ene-Abr,1,0,0,0,296,1,3,1,-37.50,"7,760",27,34,27,9.38,"36,368",0,1,4,33.33,"1,759",1,0,0,0,"1,104",3,1,1,-62.50,"2,805",11,9,4,-50,"2,308",16,8,18,50,"19,286",1,0,0,-33.33,"1,552",0,0,0,0,1,1,2,0,100,"2,196",5,2,4,400,"11,410",0,8,32,3,2,8,12,3,0,6,0,1,0,5,35,4,2,3,18,2,0,3,1,5,"-74,07041471135332","4,662510495749754"
601,006302,CAPELLANIA,Ene-Abr,0,0,0,0,296,10,4,1,33.33,"7,760",48,60,31,15.79,"36,368",4,8,0,-37.50,"1,759",1,1,0,0,"1,104",5,14,4,-80,"2,805",1,6,5,100,"2,308",36,21,19,10,"19,286",1,0,0,0,"1,552",0,0,0,0,1,1,0,0,100,"2,196",5,8,5,0,"11,410",0,3,38,8,1,5,20,1,0,2,0,4,0,4,44,5,1,1,22,1,0,4,1,4,"-74,12081522060299","4,661098481974201"
602,005114,CAMPO EUCARISTICO,Ene-Abr,0,0,0,0,296,7,3,0,300,"7,760",36,48,33,-8.33,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",3,7,0,-50,"2,805",9,4,4,250,"2,308",31,20,23,35.71,"19,286",1,0,0,0,"1,552",0,0,0,0,1,0,2,1,0,"2,196",3,0,0,-71.43,"11,410",0,1,36,0,0,12,14,0,0,2,1,7,0,4,33,0,0,6,19,0,0,7,1,2,"-74,0940272324751","4,658627985192514"
603,108108,PARAMO II,Ene-Abr,0,0,0,0,296,1,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,0202608436707","4,661065916298232"
607,208108,SAN ISIDRO RURAL,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,1,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,2,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,1,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,0195410019826","4,663689988263333"
613,201309,TIBAQUE II,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,100,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,100,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"-74,08449760940509","4,509277563278718"
618,002423,ESPINO,Ene-Abr,1,1,0,100,296,6,1,0,200,"7,760",6,5,2,-66.67,"36,368",2,0,0,0,"1,759",0,0,0,-100,"1,104",0,0,0,0,"2,805",2,0,0,0,"2,308",4,2,1,-100,"19,286",1,0,1,0,"1,552",0,0,0,0,1,0,0,1,0,"2,196",6,3,8,-42.86,"11,410",0,1,6,0,1,0,3,0,0,0,1,14,1,3,2,0,0,0,0,0,0,0,1,8,"-74,17270301489988","4,583920199473423"
619,004566,PATIO BONITO III,Ene-Abr,1,0,0,-100,296,8,11,4,33.33,"7,760",8,14,8,-40,"36,368",7,1,2,-33.33,"1,759",1,3,0,-100,"1,104",0,2,4,33.33,"2,805",1,1,0,-100,"2,308",4,5,2,-90,"19,286",1,2,0,0,"1,552",0,0,0,0,1,2,2,2,0,"2,196",19,9,9,63.64,"11,410",1,3,15,3,1,3,10,0,0,1,1,11,0,4,9,2,0,4,1,0,0,0,1,18,"-74,16098877879","4,642912042222355"
620,002579,VILLA CANDELARIA,Ene-Abr,0,0,0,0,296,5,2,1,-100,"7,760",4,11,8,-7.69,"36,368",1,1,2,100,"1,759",0,0,0,-75,"1,104",0,1,2,0,"2,805",1,0,0,-50,"2,308",3,5,2,-44.44,"19,286",2,2,2,33.33,"1,552",0,0,0,0,1,0,1,0,-100,"2,196",4,9,10,-40,"11,410",0,1,13,0,4,0,9,3,0,2,1,10,0,0,12,2,1,0,5,4,0,1,0,6,"-74,15296331721093","4,567463243029689"
621,002591,BRAZUELOS OCCIDENTAL,Ene-Abr,0,0,0,0,296,0,0,0,-66.67,"7,760",0,0,0,-100,"36,368",0,1,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,1,3,100,"11,410",0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,"-74,12251408965541","4,49666296493878"
576,008203,LAS ACACIAS,Ene-Abr,0,0,0,0,296,1,0,5,0,"7,760",15,7,7,-36.36,"36,368",5,2,1,0,"1,759",0,0,0,0,"1,104",0,1,1,0,"2,805",0,1,3,100,"2,308",10,1,4,-57.14,"19,286",0,0,0,0,"1,552",0,0,0,0,1,1,0,0,100,"2,196",4,1,1,100,"11,410",0,0,11,0,0,0,7,0,0,1,0,0,0,0,7,0,0,0,3,0,0,2,1,1,"-74,05149077368763","4,650629775301229"
622,006525,EL CHANCO I,Ene-Abr,0,0,0,0,296,22,14,8,-54.55,"7,760",27,33,44,17.78,"36,368",6,5,1,0,"1,759",10,4,2,-50,"1,104",6,0,4,71.43,"2,805",10,12,2,-100,"2,308",19,16,25,31.25,"19,286",3,3,6,200,"1,552",0,0,0,0,1,1,1,2,-50,"2,196",17,25,29,7.14,"11,410",0,11,45,1,2,7,16,1,0,7,8,28,0,5,53,1,1,12,21,3,0,0,4,30,"-74,16398639151998","4,682334742886324"
623,005635,EL MADRIGAL,Ene-Abr,0,0,0,0,296,0,2,3,50,"7,760",35,32,26,-23.33,"36,368",3,1,1,-100,"1,759",5,0,1,-100,"1,104",1,2,1,-50,"2,805",0,3,0,-100,"2,308",27,16,10,-11.76,"19,286",0,3,0,0,"1,552",0,0,0,0,1,1,0,1,-33.33,"2,196",3,1,5,100,"11,410",0,2,30,3,2,4,17,0,0,1,3,0,0,3,23,0,0,2,15,0,0,0,2,4,"-74,11294903829494","4,7076218916266885"
