OBJECTID,Código Sector Catastral,Nombre Sector Catastral,Mes,Total Homicidios 2018,Total Homicidios 2019,Total Homicidios 2020,Variación Homicidios 2021-2022 %,Total Homicidios 2022 Bogotá D.C.,Total Lesiones Personales 2018,Total Lesiones Personales 2019,Total Lesiones Personales 2020,Variación Lesiones Personales 2021-2022 %,Total Lesiones Personales 2022 Bogotá D.C.,Total Hurto Personas 2018,Total Hurto Personas 2019,Total Hurto Personas 2020,Variación  Hurto Personas 2021-2022 %,Total Hurto Personas 2022 Bogotá D.C.,Total Hurto Residencias 2018,Total Hurto Residencias 2019,Total Hurto Residencias 2020,Variación  Hurto Residencias 2021-2022 %,Total Hurto Residencias 2022 Bogotá D.C.,Total Hurto Automotores 2018,Total Hurto Automotores 2019,Total Hurto Automotores 2020,Variación  Hurto Automotores 2021-2022 %,Total Hurto Automotores 2022 Bogotá D.C.,Total Hurto Bicicletas 2018,Total Hurto Bicicletas 2019,Total Hurto Bicicletas 2020,Variación  Hurto Bicicletas 2021-2022 %,Total Hurto Bicicletas 2022 Bogotá D.C.,Total Hurto Comercio 2018,Total Hurto Comercio 2019,Total Hurto Comercio 2020,Variación  Hurto Comercio 2021-2022 %,Total Hurto Comercio 2022 Bogotá D.C.,Total Hurto Celulares 2018,Total Hurto Celulares 2019,Total Hurto Celulares 2020,Variación  Hurto Celulares 2021-2022 %,Total Hurto Celulares 2022 Bogotá D.C.,Total Hurto Motocicletas 2018,Total Hurto Motocicletas 2019,Total Hurto Motocicletas 2020,Variación  Hurto Motocicletas 2021-2022 %,Total Hurto Motocicletas 2022 Bogotá D.C.,Total Hurto Entidades Financieras  2018,Total Hurto Entidades Financieras  2019,Total Hurto Entidades Financieras  2020,Variación  Hurto Entidades Financieras  2021-2022 %,Total Hurto Entidades Financieras  2022 Bogotá D.C.,Total Delitos Sexuales 2018,Total Delitos Sexuales 2019,Total Delitos Sexuales 2020,Variación  Delitos Sexuales 2021-2022 %,Total Delitos Sexuales 2022 Bogotá D.C.,Total Violencia intrafamiliar 2018,Total Violencia intrafamiliar 2019,Total Violencia intrafamiliar 2020,Variación  Violencia intrafamiliar 2021-2022 %,Total Violencia intrafamiliar 2022 Bogotá D.C.,Total Homicidios 2021,Total Lesiones Personales 2021,Total Hurto Personas 2021,Total Hurto Residencias 2021,Total Hurto Automotores 2021,Total Hurto Bicicletas 2021,Total Hurto Celulares 2021,Total Hurto Motocicletas 2021,Total Hurto Entidades Financieras  2021,Total Hurto Comercio 2021,Total Delitos Sexuales 2021,Total Violencia intrafamiliar 2021,Total Homicidios 2022,Total Lesiones Personales 2022,Total Hurto Personas 2022,Total Hurto Residencias 2022,Total Hurto Automotores 2022,Total Hurto Bicicletas 2022,Total Hurto Celulares 2022,Total Hurto Motocicletas 2022,Total Hurto Entidades Financieras  2022,Total Hurto Comercio 2022,Total Delitos Sexuales 2022,Total Violencia intrafamiliar 2022,coord_x,coord_y
754,002424,RINCON DE GALICIA,Ene-Abr,0,0,0,-100,296,3,3,5,0,"7,760",1,8,6,125,"36,368",2,1,1,0,"1,759",2,0,1,0,"1,104",0,1,0,0,"2,805",2,0,2,-100,"2,308",0,2,3,-25,"19,286",2,3,0,100,"1,552",0,0,0,0,1,1,2,0,100,"2,196",13,8,9,20,"11,410",1,2,4,1,0,0,4,1,0,1,1,5,0,2,9,1,0,0,3,2,0,0,2,6,"-74,17431423503196","4,587602601912814"
688,006216,CIUDAD SALITRE NOR-ORIENTAL,Ene-Abr,0,0,0,0,296,15,7,5,200,"7,760",169,175,101,0,"36,368",3,4,2,200,"1,759",0,1,0,-100,"1,104",10,12,7,50,"2,805",35,47,32,-21.05,"2,308",108,81,53,-14.93,"19,286",0,1,1,100,"1,552",0,0,0,0,1,4,0,0,100,"2,196",4,1,3,100,"11,410",0,3,111,1,1,6,67,0,0,19,1,0,0,9,111,3,0,9,57,2,0,15,2,2,"-74,10067250320004","4,645555855157283"
689,006403,SAN JOSE DE FONTIBON,Ene-Abr,0,0,0,0,296,10,9,4,0,"7,760",78,89,87,1.25,"36,368",5,4,6,-80,"1,759",0,3,0,-75,"1,104",2,3,6,-38.46,"2,805",12,17,10,-20,"2,308",45,51,44,-7.50,"19,286",1,2,2,0,"1,552",0,0,0,0,1,1,1,0,0,"2,196",9,12,16,50,"11,410",0,3,80,5,4,13,40,1,0,5,3,10,0,3,81,1,1,8,37,1,0,4,3,15,"-74,13178231454721","4,6836824785652675"
690,006401,VERSALLES FONTIBON,Ene-Abr,0,2,0,0,296,20,18,8,91.67,"7,760",26,38,26,10.34,"36,368",9,4,4,100,"1,759",0,2,2,0,"1,104",1,7,1,0,"2,805",6,3,3,-40,"2,308",27,13,15,27.27,"19,286",3,3,2,-100,"1,552",0,0,0,0,1,3,0,6,100,"2,196",39,28,29,0,"11,410",0,12,29,2,0,5,11,1,0,5,3,22,0,23,32,4,0,5,14,0,0,3,6,22,"-74,14519282704488","4,6854521331517"
692,002556,DESARROLLO BRAZUELOS I,Ene-Abr,0,0,0,0,296,4,5,6,133.33,"7,760",3,2,6,0,"36,368",1,1,2,100,"1,759",1,0,0,0,"1,104",0,0,1,-100,"2,805",0,3,0,0,"2,308",2,1,1,33.33,"19,286",0,0,1,0,"1,552",0,0,0,0,1,2,0,2,50,"2,196",6,0,3,400,"11,410",0,3,6,0,0,1,3,0,0,0,2,2,0,7,6,1,0,0,4,0,0,0,3,10,"-74,11752425211401","4,497552237589257"
694,003202,LAS CRUCES,Ene-Abr,0,2,0,0,296,31,16,33,-3.33,"7,760",75,69,68,-8.75,"36,368",12,8,4,33.33,"1,759",3,3,2,100,"1,104",5,1,7,-38.46,"2,805",6,13,9,-100,"2,308",53,33,35,-26.67,"19,286",3,1,1,0,"1,552",0,0,0,0,1,2,10,2,100,"2,196",21,19,33,61.11,"11,410",3,30,80,3,1,13,45,0,0,5,4,18,3,29,73,4,2,8,33,0,0,0,8,29,"-74,0801623228811","4,587906382553722"
695,002601,ARRAYANES I,Ene-Abr,2,1,3,0,296,5,7,1,50,"7,760",4,2,3,100,"36,368",0,0,0,-100,"1,759",2,0,0,0,"1,104",0,1,0,0,"2,805",1,1,0,0,"2,308",4,0,0,100,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,-100,"2,196",6,3,4,-66.67,"11,410",0,2,0,1,0,0,0,0,0,0,3,3,0,3,5,0,0,0,4,0,0,0,0,1,"-74,10093377167874","4,542812421289685"
697,002203,QUIROGA CENTRAL,Ene-Abr,0,0,1,0,296,16,9,9,0,"7,760",38,46,30,22.22,"36,368",12,4,2,50,"1,759",1,0,1,100,"1,104",1,2,0,100,"2,805",2,4,9,-71.43,"2,308",25,23,16,29.17,"19,286",1,0,1,0,"1,552",0,0,0,0,1,4,1,5,100,"2,196",15,7,5,-40,"11,410",0,4,36,2,0,1,24,1,0,7,0,5,0,4,44,3,1,2,31,1,0,2,1,3,"-74,116313921144","4,579329110195249"
698,002205,SANTA LUCIA,Ene-Abr,1,1,2,0,296,20,25,11,450,"7,760",53,103,56,12.35,"36,368",4,7,5,-80,"1,759",3,2,4,0,"1,104",5,4,6,-42.86,"2,805",19,8,11,-54.55,"2,308",37,50,32,-6.67,"19,286",1,1,5,-50,"1,552",0,0,1,-100,1,3,2,4,100,"2,196",20,13,14,108.33,"11,410",0,6,81,5,1,7,45,10,1,11,3,12,0,33,91,1,1,4,42,5,0,5,6,25,"-74,12550393514162","4,574515739627264"
701,002105,SANTANDER,Ene-Abr,1,0,0,0,296,12,5,3,500,"7,760",14,24,21,-6.67,"36,368",0,2,1,0,"1,759",1,0,0,-100,"1,104",1,1,0,100,"2,805",3,5,2,-75,"2,308",8,11,8,0,"19,286",1,2,2,0,"1,552",0,0,0,0,1,1,2,2,0,"2,196",8,2,8,200,"11,410",0,1,15,1,2,0,7,2,0,4,1,2,0,6,14,1,0,3,7,2,0,1,1,6,"-74,10949030622663","4,592502848454261"
702,002303,CENTENARIO,Ene-Abr,0,0,1,0,296,6,4,2,-20,"7,760",14,17,10,23.08,"36,368",2,2,0,100,"1,759",1,0,1,0,"1,104",0,2,2,0,"2,805",1,3,3,-100,"2,308",8,10,8,-33.33,"19,286",1,0,1,0,"1,552",0,0,0,0,1,0,0,1,100,"2,196",3,4,7,16.67,"11,410",0,5,13,0,0,1,6,0,0,3,0,6,0,4,16,2,0,1,4,0,0,0,2,7,"-74,10810975762537","4,585725141928474"
703,002310,MURILLO TORO,Ene-Abr,0,1,0,0,296,15,4,3,-63.64,"7,760",19,23,17,35,"36,368",2,1,6,400,"1,759",2,2,1,-50,"1,104",1,0,3,-50,"2,805",6,1,3,-80,"2,308",15,13,8,-6.67,"19,286",1,1,0,0,"1,552",0,0,0,0,1,0,2,0,100,"2,196",7,10,12,800,"11,410",0,11,20,1,2,2,15,2,0,5,0,1,0,4,27,5,1,1,14,2,0,1,3,9,"-74,11790158494172","4,585346427823296"
706,009205,AURES,Ene-Abr,0,0,1,0,296,13,6,11,60,"7,760",32,36,12,84.21,"36,368",1,10,1,-100,"1,759",3,1,1,0,"1,104",0,4,0,-66.67,"2,805",3,2,3,-50,"2,308",21,14,9,18.75,"19,286",3,1,1,-50,"1,552",0,0,0,0,1,6,5,1,200,"2,196",7,13,16,0,"11,410",0,10,19,3,0,3,16,6,0,2,2,10,0,16,35,0,0,1,19,3,0,1,6,10,"-74,09560385586555","4,73300766992836"
707,108112,PARAMO II RURAL,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,02371560438588","4,6970413685621635"
708,009117,PRADO VERANIEGO SUR,Ene-Abr,0,0,1,-100,296,12,17,5,250,"7,760",39,48,43,24.39,"36,368",7,8,4,-62.50,"1,759",0,1,2,0,"1,104",6,2,4,-75,"2,805",10,5,11,-80,"2,308",21,25,21,6.25,"19,286",1,0,0,-100,"1,552",0,0,0,0,1,0,2,3,-50,"2,196",16,19,15,10,"11,410",1,4,41,8,3,8,16,1,0,10,2,10,0,14,51,3,3,2,17,0,0,2,1,11,"-74,06442575746328","4,713024324835282"
709,005661,LUIS CARLOS GALAN,Ene-Abr,1,2,0,0,296,8,10,5,25,"7,760",18,16,6,13.64,"36,368",5,1,0,100,"1,759",0,0,0,-100,"1,104",4,3,2,-50,"2,805",0,3,2,100,"2,308",12,10,1,16.67,"19,286",1,0,1,100,"1,552",0,0,0,0,1,1,2,1,-100,"2,196",14,12,14,100,"11,410",1,16,22,1,1,10,6,1,0,0,4,10,1,20,25,2,0,5,7,2,0,2,0,20,"-74,09738211104809","4,7159820107997374"
710,005627,GARCES NAVAS,Ene-Abr,0,0,1,0,296,21,14,6,-25,"7,760",25,29,22,12.82,"36,368",4,11,8,-50,"1,759",1,2,1,100,"1,104",0,6,5,-66.67,"2,805",5,3,2,-100,"2,308",11,16,11,50,"19,286",2,1,0,100,"1,552",0,0,0,0,1,3,3,0,0,"2,196",27,18,27,86.67,"11,410",0,16,39,8,0,6,20,0,0,2,5,15,0,12,44,4,2,2,30,3,0,0,5,28,"-74,12029600031556","4,712682458686995"
711,008402,COUNTRY CLUB,Ene-Abr,0,0,0,0,296,0,0,0,100,"7,760",10,5,5,9.09,"36,368",1,0,1,0,"1,759",0,0,0,0,"1,104",1,0,0,-100,"2,805",0,0,0,100,"2,308",9,3,4,14.29,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,-100,"2,196",6,1,0,0,"11,410",0,1,11,0,1,1,7,0,0,0,2,0,0,2,12,0,1,0,8,0,0,2,0,0,"-74,04178569698252","4,712190178513657"
712,202511,PUERTA AL LLANO RURAL,Ene-Abr,0,0,0,0,296,3,8,2,100,"7,760",1,8,0,-16.67,"36,368",0,1,0,0,"1,759",0,0,1,0,"1,104",0,0,0,-100,"2,805",0,0,1,0,"2,308",1,6,1,-50,"19,286",0,0,0,100,"1,552",0,0,0,0,1,0,3,1,-100,"2,196",4,6,4,0,"11,410",0,0,6,0,0,1,4,0,0,0,2,0,0,1,5,0,0,0,2,1,0,0,0,0,"-74,10795801072477","4,490339340730942"
713,102601,CENTRO USME RURAL,Ene-Abr,0,0,0,0,296,4,2,0,-100,"7,760",0,0,0,0,"36,368",0,0,0,-100,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,-100,"2,196",1,1,5,0,"11,410",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,13055904259062","4,46832345898499"
714,002577,DANUBIO II,Ene-Abr,0,1,0,0,296,7,5,7,-100,"7,760",6,1,4,-40,"36,368",0,1,0,0,"1,759",0,0,0,-100,"1,104",0,0,0,0,"2,805",3,0,0,-100,"2,308",2,0,1,-33.33,"19,286",0,1,0,0,"1,552",0,0,0,0,1,1,1,0,-33.33,"2,196",11,4,3,-100,"11,410",0,5,5,0,1,0,3,0,0,1,3,3,0,0,3,0,0,0,2,0,0,0,2,0,"-74,11140650309572","4,538966947940555"
715,004103,VOTO NACIONAL,Ene-Abr,4,2,0,150,296,36,16,19,12.50,"7,760",117,142,126,0.80,"36,368",2,1,2,100,"1,759",1,3,0,0,"1,104",4,4,2,-37.50,"2,805",14,13,6,-28.57,"2,308",78,80,59,-2.63,"19,286",1,0,2,200,"1,552",0,0,0,0,1,5,2,2,-100,"2,196",13,5,8,-100,"11,410",2,16,125,0,0,8,76,1,0,7,1,5,5,18,126,2,0,5,74,3,0,5,0,0,"-74,08374067788033","4,6033301565889815"
774,005103,SAN MIGUEL,Ene-Abr,0,0,0,0,296,4,0,1,-60,"7,760",29,30,26,-10,"36,368",5,2,0,100,"1,759",1,1,0,100,"1,104",7,3,4,300,"2,805",7,3,6,50,"2,308",14,14,10,-58.82,"19,286",0,1,0,0,"1,552",0,0,0,0,1,0,0,0,-100,"2,196",3,3,4,0,"11,410",0,10,30,0,0,1,17,0,0,2,1,1,0,4,27,1,1,4,7,0,0,3,0,1,"-74,07837622793082","4,661775513618072"
775,002438,SIERRA MORENA,Ene-Abr,2,0,0,0,296,9,14,9,66.67,"7,760",10,29,11,-26.92,"36,368",5,1,2,100,"1,759",0,0,0,-50,"1,104",1,2,1,100,"2,805",3,1,3,-100,"2,308",3,13,7,-55,"19,286",1,2,1,-100,"1,552",0,0,0,0,1,3,2,3,-60,"2,196",24,15,30,-23.08,"11,410",0,6,26,0,2,0,20,2,0,2,5,13,0,10,19,2,1,1,9,0,0,0,2,10,"-74,16367757558866","4,579585319996552"
777,208103,BARRANCAS ORIENTAL,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-74,01654724335006","4,743309858866976"
778,009222,ALTOS DE CHOZICA,Ene-Abr,0,0,0,0,296,20,8,4,-50,"7,760",60,69,36,39.39,"36,368",11,11,3,-50,"1,759",1,0,0,100,"1,104",5,6,3,150,"2,805",5,6,4,100,"2,308",39,36,23,5,"19,286",2,2,0,-100,"1,552",0,0,0,0,1,3,3,5,-80,"2,196",24,21,9,-52.94,"11,410",0,14,33,2,0,2,20,1,0,0,5,17,0,7,46,1,1,5,21,0,0,2,1,8,"-74,08373676733403","4,731941554923824"
780,007201,CAMPIN,Ene-Abr,0,0,0,0,296,8,5,3,33.33,"7,760",53,72,77,114.71,"36,368",6,1,1,0,"1,759",0,0,1,100,"1,104",3,4,2,-100,"2,805",6,2,5,33.33,"2,308",32,37,46,207.14,"19,286",0,2,1,100,"1,552",0,0,0,0,1,1,2,0,0,"2,196",2,0,3,-33.33,"11,410",0,3,34,1,0,8,14,0,0,3,1,3,0,4,73,1,1,0,43,1,0,4,1,2,"-74,07616149292478","4,64840106748529"
782,002434,JERUSALEN,Ene-Abr,0,0,3,-50,296,5,4,14,-58.82,"7,760",8,11,21,-53.57,"36,368",0,4,4,-66.67,"1,759",2,0,3,0,"1,104",0,1,2,-100,"2,805",1,0,4,-100,"2,308",4,2,13,-66.67,"19,286",0,2,0,100,"1,552",0,0,0,0,1,1,2,4,50,"2,196",18,11,22,5.88,"11,410",2,17,28,3,1,1,21,0,0,1,4,17,1,7,13,1,1,0,7,4,0,0,6,18,"-74,15792784949359","4,5726644459796955"
790,201306,TIBAQUE I,Ene-Abr,0,0,0,0,296,0,0,2,0,"7,760",0,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,-100,"2,196",1,0,1,-100,"11,410",0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,"-74,07487181742198","4,559370597090779"
791,004536,EL RUBI,Ene-Abr,1,0,0,0,296,3,6,0,-81.82,"7,760",8,8,10,-27.27,"36,368",0,1,2,0,"1,759",0,0,0,-33.33,"1,104",1,0,1,100,"2,805",1,0,0,100,"2,308",7,6,3,33.33,"19,286",2,3,0,50,"1,552",0,0,0,0,1,1,2,5,50,"2,196",12,13,7,185.71,"11,410",0,11,11,0,3,0,3,2,0,0,2,7,0,2,8,0,2,2,4,3,0,1,3,20,"-74,17640161135243","4,609186031209209"
792,003105,EGIPTO,Ene-Abr,0,0,0,100,296,11,12,4,40,"7,760",39,47,20,33.33,"36,368",5,2,2,0,"1,759",0,1,0,100,"1,104",1,1,1,-100,"2,805",6,9,2,100,"2,308",16,20,12,140,"19,286",0,0,0,-100,"1,552",0,0,0,0,1,1,2,1,0,"2,196",1,0,3,-28.57,"11,410",0,5,15,1,0,3,5,1,0,0,1,7,1,7,20,1,1,0,12,0,0,1,1,5,"-74,06979950039144","4,594891237039932"
793,008312,ESPARTILLAL,Ene-Abr,0,0,0,0,296,5,10,1,-100,"7,760",81,103,53,105.13,"36,368",2,0,3,-100,"1,759",0,1,0,0,"1,104",9,3,6,-100,"2,805",14,11,21,-22.22,"2,308",51,46,27,126.32,"19,286",0,1,0,0,"1,552",0,0,0,0,1,0,0,0,-50,"2,196",2,1,0,0,"11,410",0,1,39,3,0,3,19,0,0,9,2,2,0,0,80,0,0,0,43,0,0,7,1,2,"-74,05579064749283","4,664148482024093"
794,007404,ALCAZARES NORTE,Ene-Abr,0,0,0,0,296,0,0,0,100,"7,760",9,14,10,58.33,"36,368",3,1,0,-50,"1,759",2,0,0,-100,"1,104",1,3,0,-66.67,"2,805",1,1,2,-66.67,"2,308",1,7,3,37.50,"19,286",0,0,1,0,"1,552",0,0,0,0,1,0,0,0,-100,"2,196",2,1,2,-100,"11,410",0,0,12,2,1,3,8,0,0,3,1,5,0,4,19,1,0,1,11,0,0,1,0,0,"-74,06843972516346","4,665187033816803"
796,001210,CALVO SUR,Ene-Abr,0,1,0,0,296,6,1,2,-92.86,"7,760",8,7,8,100,"36,368",1,3,2,-50,"1,759",0,0,0,0,"1,104",0,0,0,200,"2,805",0,2,0,0,"2,308",7,5,2,120,"19,286",3,1,0,-100,"1,552",0,0,0,0,1,1,1,0,0,"2,196",5,2,9,-60,"11,410",0,14,7,2,0,1,5,1,0,0,0,5,0,1,14,1,0,3,11,0,0,0,0,2,"-74,08376846109513","4,58461423277925"
799,002407,EL CARMEN,Ene-Abr,0,0,0,0,296,13,15,8,-26.67,"7,760",20,24,20,-9.68,"36,368",2,5,1,-100,"1,759",1,2,1,100,"1,104",0,3,1,100,"2,805",6,3,4,0,"2,308",14,9,9,13.33,"19,286",2,1,2,33.33,"1,552",0,0,0,0,1,1,3,2,50,"2,196",26,29,30,-33.33,"11,410",0,15,31,7,0,1,15,3,0,4,2,27,0,11,28,0,2,2,17,4,0,4,3,18,"-74,13570996662928","4,581311821583136"
800,208111,SAN ISIDRO RURAL,Ene-Abr,0,0,0,0,296,1,0,0,100,"7,760",0,0,0,0,"36,368",0,0,1,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",1,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"-74,01796942688335","4,669831001566611"
802,002401,TUNAL ORIENTAL,Ene-Abr,0,0,0,0,296,21,25,23,38.46,"7,760",88,129,97,33.77,"36,368",11,5,2,-40,"1,759",2,3,2,100,"1,104",9,1,11,14.29,"2,805",34,26,36,20,"2,308",46,62,46,14.29,"19,286",2,3,4,-33.33,"1,552",0,1,0,0,1,6,5,5,133.33,"2,196",28,27,21,-22.73,"11,410",0,13,77,5,0,7,42,3,0,10,3,22,0,18,103,3,2,8,48,2,0,12,7,17,"-74,13226269047887","4,57611945105082"
803,002614,LA ORQUIDEA DE USME,Ene-Abr,0,0,0,0,296,5,5,3,-66.67,"7,760",8,4,2,400,"36,368",0,0,0,100,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,1,-100,"2,308",7,2,1,400,"19,286",1,0,1,0,"1,552",0,0,0,0,1,1,1,1,100,"2,196",10,4,7,250,"11,410",0,3,2,0,0,0,1,1,0,1,0,2,0,1,10,1,0,0,5,1,0,0,1,7,"-74,10686289878626","4,495761903278598"
804,007301,LA MERCED NORTE,Ene-Abr,0,0,0,0,296,11,0,0,100,"7,760",29,29,51,41.67,"36,368",1,2,0,100,"1,759",1,0,0,100,"1,104",0,1,2,0,"2,805",3,5,1,-25,"2,308",23,23,37,69.23,"19,286",1,1,2,100,"1,552",0,0,0,0,1,0,0,1,0,"2,196",0,0,2,-100,"11,410",0,0,24,0,0,2,13,0,0,4,1,2,0,4,34,2,1,2,22,1,0,3,1,0,"-74,07363927633837","4,664937382418103"
805,009109,NIZA SUR,Ene-Abr,0,0,0,0,296,0,0,0,75,"7,760",1,1,19,13.33,"36,368",0,0,4,-50,"1,759",0,0,0,0,"1,104",0,0,2,300,"2,805",1,0,6,133.33,"2,308",1,1,11,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,1,-100,"2,196",1,0,5,-50,"11,410",0,4,15,4,0,1,9,0,0,3,1,4,0,7,17,2,0,4,9,0,0,7,0,2,"-74,07587050954588","4,706244251838661"
807,006319,TERMINAL DE TRANSPORTES,Ene-Abr,0,0,0,0,296,8,8,5,83.33,"7,760",54,60,47,104.76,"36,368",0,1,0,0,"1,759",1,0,0,0,"1,104",0,3,0,-100,"2,805",13,10,4,100,"2,308",28,18,16,158.33,"19,286",1,0,0,0,"1,552",0,0,0,0,1,1,1,0,0,"2,196",4,4,2,-33.33,"11,410",0,6,21,0,0,1,12,0,0,0,0,3,0,11,43,0,0,0,31,0,0,4,0,2,"-74,11447938943208","4,653913938663022"
809,007312,RAFAEL URIBE,Ene-Abr,0,0,0,0,296,4,3,0,300,"7,760",9,12,14,9.52,"36,368",2,1,2,-100,"1,759",0,1,0,0,"1,104",1,1,0,-50,"2,805",3,3,0,-100,"2,308",4,9,11,-31.25,"19,286",2,0,0,100,"1,552",0,0,0,0,1,0,1,0,-100,"2,196",5,9,1,83.33,"11,410",0,1,21,3,0,2,16,0,0,5,1,6,0,4,23,0,0,1,11,1,0,0,0,11,"-74,06771172992946","4,655518353521428"
810,004306,LA TRINIDAD,Ene-Abr,0,1,0,-100,296,7,4,4,50,"7,760",18,44,18,25,"36,368",2,2,2,-50,"1,759",1,1,3,0,"1,104",0,2,2,-33.33,"2,805",6,15,4,-60,"2,308",10,23,15,50,"19,286",1,0,1,-33.33,"1,552",0,0,0,0,1,3,0,1,-100,"2,196",9,6,5,-80,"11,410",1,4,20,2,1,3,8,3,0,5,2,5,0,6,25,1,1,2,12,2,0,2,0,1,"-74,11810833306075","4,625635930640455"
811,004530,TIMIZA B,Ene-Abr,0,1,0,0,296,11,9,5,200,"7,760",21,27,27,-26.19,"36,368",2,3,2,-50,"1,759",7,7,1,-33.33,"1,104",1,4,3,-66.67,"2,805",2,9,1,0,"2,308",10,13,12,-66.67,"19,286",1,3,5,100,"1,552",0,0,0,0,1,1,3,0,-33.33,"2,196",27,20,19,120,"11,410",0,5,42,2,6,6,27,0,0,2,3,10,0,15,31,1,4,2,9,7,0,2,2,22,"-74,15804664234577","4,611143150464805"
812,205225,LAS ACACIAS RURAL,Ene-Abr,0,0,0,0,296,0,0,0,-100,"7,760",1,0,0,0,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,-100,"2,196",0,0,0,100,"11,410",0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"-74,17879625308588","4,651380121416183"
813,002524,LA ANDREA,Ene-Abr,1,0,1,100,296,31,18,27,26.32,"7,760",21,32,29,-28.89,"36,368",6,11,1,100,"1,759",2,0,0,-66.67,"1,104",1,0,1,-100,"2,805",10,12,7,-50,"2,308",13,15,44,-54.55,"19,286",4,0,0,0,"1,552",0,0,0,0,1,4,3,5,125,"2,196",21,12,43,-29.03,"11,410",0,19,45,2,3,1,33,3,0,4,4,31,1,24,32,4,1,0,15,3,0,2,9,22,"-74,11284515498537","4,512579326702088"
814,202502,EL UVAL,Ene-Abr,0,0,0,0,296,0,0,0,0,"7,760",0,0,0,100,"36,368",0,0,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,0,0,"2,308",0,0,0,100,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,0,0,"2,196",0,0,0,0,"11,410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"-74,10266701888474","4,4851755645446065"
816,002410,PARQUE EL TUNAL,Ene-Abr,0,0,1,0,296,13,6,6,0,"7,760",91,134,81,32,"36,368",1,0,0,-100,"1,759",2,1,3,0,"1,104",6,10,13,100,"2,805",5,6,2,100,"2,308",83,91,51,13.79,"19,286",2,1,3,-100,"1,552",0,0,0,0,1,1,4,0,100,"2,196",6,5,4,-50,"11,410",0,6,50,1,0,3,29,2,0,0,0,2,0,6,66,0,0,6,33,0,0,1,1,1,"-74,1359080932755","4,571731822727645"
817,002404,VENECIA,Ene-Abr,0,1,1,0,296,28,29,24,6.25,"7,760",119,132,100,34.38,"36,368",10,8,3,400,"1,759",8,8,7,0,"1,104",6,6,10,14.29,"2,805",13,19,13,-64.71,"2,308",79,59,57,19.64,"19,286",4,3,2,-60,"1,552",0,0,0,0,1,6,6,3,-16.67,"2,196",24,33,25,29.41,"11,410",0,16,96,1,4,7,56,5,0,17,6,17,0,17,129,5,4,8,67,2,0,6,5,22,"-74,13866089449652","4,592239842703778"
819,002632,LA REQUILINA,Ene-Abr,0,0,0,0,296,5,3,0,-100,"7,760",2,1,2,100,"36,368",0,1,0,0,"1,759",0,0,0,0,"1,104",0,0,0,0,"2,805",0,0,1,0,"2,308",1,0,1,0,"19,286",0,0,0,0,"1,552",0,0,0,0,1,0,0,1,-66.67,"2,196",3,5,5,-100,"11,410",0,3,1,0,0,0,1,0,0,0,3,2,0,0,2,0,0,0,1,0,0,0,1,0,"-74,12000275424772","4,479001946258994"
